concept_id,concept_name,patient_count
4236143,Disease caused by Orthobunyavirus,1
36549133,"Gastrointestinal stromal tumor of colon, NOS",1
44502302,Hemangiosarcoma of upper-inner quadrant of breast,1
36402504,Mixed germ cell tumor of unknown primary site,1
44503138,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of lower lobe, lung",1
44502795,"Hemangiosarcoma of breast, NOS",1
36538737,Noninfiltrating intraductal papillary adenocarcinoma of liver,1
44500096,"Oligoastrocytoma, NOS, of parietal lobe",1
1552998,Ewing sarcoma of skin of trunk,1
42539556,Primary chondrosarcoma of bone,1
36524940,"NK/T-cell lymphoma, nasal and nasal type of small intestine, NOS",1
44501959,Acinar cell carcinoma of other specified parts of pancreas,1
4242361,Benign neoplasm of multiple endocrine glands,1
44500196,Adenocarcinoma in adenomatous polyp of jejunum,1
36535829,"Basal cell adenocarcinoma of mouth, NOS",1
36522659,Gastrointestinal stromal tumor of descending colon,1
4154455,Contusion of ureter,1
37166221,Primary carcinoma of cardia,1
36561199,Giant cell sarcoma of skin of trunk,1
44501868,"Malignant lymphoma, non-Hodgkin, NOS, of mediastinum, NOS",1
37165864,Hodgkin disease of lymph nodes of upper limb,1
44501359,Low cumulative sun damage melanoma of skin of other and unspecified parts of face,1
44502561,"Choriocarcinoma combined with other germ cell elements of testis, NOS",1
36530520,"Adenocarcinoma, NOS, of posterior wall of hypopharynx",1
42512505,"Micropapillary carcinoma, NOS, of lung, NOS",1
36544896,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of stomach,1
44502997,"Myeloid sarcoma of breast, NOS",1
619233,Congenital tracheobronchial stenosis,1
4180636,Cardiac complication of procedure,1
80866,Closed lateral dislocation of elbow,1
4218097,Sprue,1
44500389,"Meningioma, NOS, of occipital lobe",1
44502902,Atypical teratoid/rhabdoid tumor of frontal lobe,1
4009155,Posterior crossbite,1
36528339,"Adenoid cystic carcinoma of breast, NOS",1
4155893,Intra-abdominal movement,1
4176305,Disorder related to cardiac transplantation,1
44503546,"Squamous cell carcinoma, keratinizing, NOS, of base of tongue, NOS",1
36536271,"Malignant lymphoma, non-Hodgkin, NOS, of pharynx, NOS",1
440344,Primary malignant neoplasm of lateral portion of floor of mouth,1
36553626,"Neurofibroma, NOS, of spinal meninges",1
36529662,"Adenocarcinoma, NOS, of pyriform sinus",1
1553535,"Cholangiocarcinoma of pancreas, NOS",1
44783557,Hepatosplenic gamma-delta cell lymphoma,1
44501617,"Lymphoepithelial carcinoma of upper lobe, lung",1
44501574,"Clear cell adenocarcinoma, NOS, of vagina, NOS",1
36539422,Papillary ependymoma of brain stem,1
36554619,"Cutaneous T-cell lymphoma, NOS, of overlapping lesion of skin",1
44502074,"Carcinoma, undifferentiated, NOS, of transverse colon",1
136912,Ainhum,1
36530305,"Sarcoma, NOS, of skin, NOS",1
4090680,Extraintestinal yersiniosis,1
36550468,"Squamous cell carcinoma in situ, NOS, of gum, NOS",1
4307215,Congenital anomaly of spermatic cord,1
4273848,Neonatal hypoparathyroidism,1
36522524,"Fibrous meningioma of cerebellum, NOS",1
4077976,Dissociative possession disorder,1
36522667,"Hemangioendothelioma, malignant of vertebral column",1
36518823,"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS, of conjunctiva",1
4071610,Congenital staphylococcal pneumonia,1
36539779,"Large cell neuroendocrine carcinoma of pancreas, NOS",1
44501581,"Infiltrating duct carcinoma, NOS, of ampulla of Vater",1
36533699,Mixed adenoneuroendocrine carcinoma of extrahepatic bile duct,1
44501524,Adenocarcinoma with mixed subtypes of ascending colon,1
36538136,"Pseudosarcomatous carcinoma of pancreas, NOS",1
44502360,"Glioblastoma, NOS, of brain stem",1
36560071,"Marginal zone B-cell lymphoma, NOS, of overlapping lesion of breast",1
4140216,Congenital micrognathism,1
44502110,Mucoepidermoid carcinoma of external ear,1
36556034,"Fibrosarcoma, NOS, of larynx, NOS",1
36552633,"Adenocarcinoma with neuroendocrine differentiation of stomach, NOS",1
200652,Visceral leishmaniasis,1
44502803,"Diffuse large B-cell lymphoma, NOS, of rectum, NOS",1
36526468,"Sarcoma, NOS, of prostate gland",1
44501031,"Lipoma, NOS, of ventricle, NOS",1
36544745,"Craniopharyngioma, adamantinomatous of optic nerve",1
36536564,"Carcinoma, NOS, of aortic body and other paraganglia",1
44501910,"Ganglioglioma, NOS, of brain stem",1
36564129,"Follicular lymphoma, grade 1 of connective, Subcutaneous and other soft tissues of lower limb and hip",1
44500195,Superficial spreading adenocarcinoma of sigmoid colon,1
44500974,Pleomorphic carcinoma of upper-outer quadrant of breast,1
45769089,Primary basaloid squamous cell carcinoma of larynx,1
606235,Poliomyelitis osteopathy of pelvis and femur,1
45771026,Primary salivary gland-type tumor of oropharynx,1
36537050,"Papillary adenocarcinoma, NOS, of duodenum",1
36535364,"Spindle cell carcinoma, NOS, of overlapping lesion of stomach",1
44503618,"Malignant lymphoma, NOS, of thyroid gland",1
36543988,"NK/T-cell lymphoma, nasal and nasal type of testis, NOS",1
36567337,"Chondroblastic osteosarcoma of long bones of upper limb, scapula and associated joints",1
36529112,"Diffuse large B-cell lymphoma, NOS, of intrahepatic bile duct",1
36562657,"Neoplasm, malignant of overlapping lesion of billiary tract",1
36518166,Cavernous hemangioma of spinal meninges,1
36532541,"Endometrioid adenocarcinoma, NOS, of overlapping lesion of cervix uteri",1
44501196,"Adenocarcinoma, NOS, of abdominal esophagus",1
44502332,"Neuroendocrine tumor, NOS, of ascending colon",1
36552761,Precursor T-cell lymphoblastic leukemia of parotid gland,1
36555034,"Langerhans cell histiocytosis, disseminated of parotid gland",1
4234744,Pinealoma,1
36524903,Dedifferentiated liposarcoma of ascending colon,1
4100475,Maple syrup urine disease,1
37167077,Disorder of fetus due to uterine dystocia,1
4121617,Cardiac transplant failure,1
36561886,"Sarcoma, NOS, of skin of other and unspecified parts of face",1
40486574,Chondrosarcoma of bone,1
44498988,"Neuroblastoma, NOS, of cerebrum",1
42512712,Adenomyoepithelioma with carcinoma of overlapping lesion of breast,1
37209026,Secondary angle closure,1
4304722,Disease caused by California serogroup virus,1
36567602,"Giant cell sarcoma of connective, Subcutaneous and other soft tissues of upper limb and shoulder",1
44499623,"Pseudosarcomatous carcinoma of middle lobe, lung",1
42536826,Laceration of blood vessel of thumb,1
439293,Burkitt's lymphoma of spleen,1
433777,Dacryolith,1
36538171,"Leiomyosarcoma, NOS, of esophagus, NOS",1
36520959,Encapsulated papillary carcinoma with invasion of overlapping lesion of breast,1
44503182,"Transitional meningioma of meninges, NOS",1
46270394,Chronic osteomyelitis of forearm with draining sinus,1
4143196,Lichen ruber moniliformis,1
36527375,"Small cell carcinoma, NOS, of exocervix",1
44500559,"Malignant lymphoma, NOS, of ciliary body",1
42511962,"Micropapillary carcinoma, NOS, of middle lobe, lung",1
432637,Scleritis with corneal involvement,1
436513,Longitudinal deficiency of fibula,1
437492,Glanders,1
36540232,"Pleomorphic rhabdomyosarcoma, adult type of spermatic cord",1
4180641,Complication of respiratory therapy procedure,1
439725,California encephalitis virus infection,1
607994,Dendritic cell sarcoma,1
37170858,Adult osteochondrosis of cervical spine,1
4084815,Filoviral hemorrhagic fever,1
4112964,Oligodendroglioma of spinal cord,1
36527128,Ewing sarcoma of bones of skull and face and associated joints,1
36551319,"Malignant lymphoma, non-Hodgkin, NOS, of overlapping lesion of stomach",1
40483172,Stimulant dependence,1
36560845,Acinar cell carcinoma of main bronchus,1
36518495,Mucoepidermoid carcinoma of lingual tonsil,1
4137330,Contusion of rectum,1
44503154,Sebaceous carcinoma of conjunctiva,1
44501877,"Squamous cell carcinoma in situ, NOS, of subglottis",1
441563,Lacrimal sac granuloma,1
42512255,Serrated adenocarcinoma of descending colon,1
44503515,"Germinoma of ventricle, NOS",1
42511898,Solid papillary carcinoma in situ of lower-outer quadrant of breast,1
79112,Diffuse tenosynovial giant cell tumor of hand,1
4287844,Alpha thalassemia,1
1075308,Aneurysmal bone cyst of hand,1
36550051,"Giant cell sarcoma of lower lobe, lung",1
44503120,Giant cell glioblastoma of parietal lobe,1
36538785,"Malignant lymphoma, NOS, of duodenum",1
44500839,"Carcinoma in situ, NOS, of prostate gland",1
36544278,"Malignant tumor, spindle cell type of ampulla of Vater",1
4243124,Carcinoma in situ of gum,1
44499571,"Fibrosarcoma, NOS, of lower lobe, lung",1
44501609,"Diffuse large B-cell lymphoma, NOS, of heart",1
44501784,Basaloid squamous cell carcinoma of cervix uteri,1
44500805,"Spindle cell sarcoma of pleura, NOS",1
4213372,California encephalitis virus infection neuroinvasive disease,1
36715848,Primary adenocarcinoma of upper third of esophagus,1
44502554,"Liposarcoma, well differentiated, NOS, of mediastinum, NOS",1
36523643,B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma of lymph nodes of multiple regions,1
36553000,Hemangiosarcoma of overlapping lesion of breast,1
44501618,Basaloid squamous cell carcinoma of parotid gland,1
44782590,Malignant melanoma of buccal mucosa,1
44499831,"Epithelioid leiomyosarcoma of uterus, NOS",1
4120090,Cardiac transplant rejection,1
36520333,"Marginal zone B-cell lymphoma, NOS, of lymph nodes of axilla or arm",1
4083688,Monosodium urate arthritis and periarthritis,1
4172098,Anthelmintic drug overdose,1
42512153,"Hereditary leiomyomatosis and renal cell carcinoma (HLRCC) syndrome-associated renal cell carcinoma of kidney, NOS",1
36553621,"Squamous cell carcinoma, NOS, of lower-inner quadrant of breast",1
36561058,"Ewing sarcoma of kidney, NOS",1
44501320,"Diffuse large B-cell lymphoma, NOS, of peritoneum, NOS",1
36539283,"Carcinosarcoma, NOS, of ascending colon",1
36540806,"Carcinoma, undifferentiated, NOS, of upper third of esophagus",1
36534420,"Clear cell adenocarcinoma, NOS, of overlapping lesion of cervix uteri",1
40486167,Diffuse non-Hodgkin's lymphoma of skin,1
44500533,"Hodgkin lymphoma, nodular sclerosis, NOS, of mediastinum, NOS",1
36562781,Adenoid cystic carcinoma of anterior wall of nasopharynx,1
36554659,"Leiomyosarcoma, NOS, of scrotum, NOS",1
4245098,Carcinoma in situ of vermilion border of upper lip,1
4004638,Whole chromosome monosomy - meiotic nondisjunction,1
44499865,"Carcinoma, undifferentiated, NOS, of rectum, NOS",1
36549175,"Scirrhous adenocarcinoma of middle lobe, lung",1
36545167,"Yolk sac tumor, NOS, of connective, Subcutaneous and other soft tissues of pelvis",1
44501737,Malignant fibrous histiocytoma of anterior mediastinum,1
44500950,"Craniopharyngioma, adamantinomatous of brain, NOS",1
46284272,Spontaneous disruption of ligament of knee,1
36551030,"Malignant lymphoma, NOS, of middle lobe, lung",1
4032450,Urinary schistosomiasis,1
4311814,Byssinosis,1
45768945,Primary adenosquamous carcinoma of hypopharynx,1
4180905,Malignant tumor of paraurethral gland,1
44500031,Sweat gland adenocarcinoma of skin of trunk,1
36552919,"Carcinoma, NOS, of gum, NOS",1
36535607,"NK/T-cell lymphoma, nasal and nasal type of sigmoid colon",1
44505600,Germinoma of descended testis,1
78231,Recurrent dislocation of multiple sites,1
4199421,Finding of appearance of anterior chamber,1
45757313,Open fracture of fourth thoracic vertebra,1
4066257,Disseminated infantile listeriosis,1
36403111,"Serous cystadenoma, malignant of ovary",1
4338018,Organic dissociative disorder,1
44499967,"Follicular adenocarcinoma, trabecular of thyroid gland",1
4087751,Late congenital syphilitic oculopathy,1
42511834,"Glioblastoma, IDH-mutant of overlapping lesion of brain",1
4027119,"Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis",1
436041,Leech infestation,1
4103893,Filarial infection of conjunctiva,1
44501954,Noninfiltrating intraductal papillary adenocarcinoma of central portion of breast,1
4110130,Dystrophic epidermolysis bullosa,1
36532331,"Neurofibromatosis, NOS, of brain stem",1
42512970,Signet ring cell carcinoma of thoracic esophagus,1
3654648,B lymphoblastic leukemia lymphoma with t(v;11q23); MLL rearranged,1
4146847,Fetal monitoring scalp injury,1
437398,"Open fracture of mandible, subcondylar",1
4229398,Malignant optic glioma,1
44502312,"Marginal zone B-cell lymphoma, NOS, of cardia, NOS",1
36551256,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of lacrimal gland",1
4239657,Abscess of forearm,1
36536883,"Squamous cell carcinoma, spindle cell of esophagus, NOS",1
36521426,Pseudosarcomatous carcinoma of middle third of esophagus,1
36522694,"Malignant tumor, spindle cell type of uterus, NOS",1
37166743,Adenosquamous carcinoma of hypopharynx,1
4153557,Animal bite of ear region,1
4244655,Carcinoma in situ of supraglottis,1
45765461,Sex cord stromal tumor of testis of uncertain behavior,1
37166411,Primary spindle cell squamous cell carcinoma,1
36520290,Adenosquamous carcinoma of upper-inner quadrant of breast,1
315202,"Hodgkin's disease, mixed cellularity of lymph nodes of multiple sites",1
438691,Overlapping malignant neoplasm of oropharynx,1
36517300,"Neuroendocrine carcinoma, NOS, of overlapping lesion of rectum, anus and anal canal",1
44500393,"Diffuse large B-cell lymphoma, NOS, of occipital lobe",1
45772928,Primary lymphoepithelial carcinoma of larynx,1
36544708,"Meningioma, malignant of brain, NOS",1
44501061,"Papillary squamous cell carcinoma of lower lobe, lung",1
36558543,"Carcinoma, undifferentiated, NOS, of overlapping lesion of lung",1
36549469,"Clear cell adenocarcinoma, NOS, of broad ligament",1
36531553,Mucoepidermoid carcinoma of supraglottis,1
36548902,"Basaloid carcinoma of lower lobe, lung",1
36536015,Pseudosarcomatous carcinoma of gallbladder,1
36560148,Intestinal T-cell lymphoma of jejunum,1
36525052,"Scirrhous adenocarcinoma of upper lobe, lung",1
379813,Mechanical ectropion,1
36539206,"Gangliocytoma, NOS, of brain, NOS",1
36543972,"Embryonal rhabdomyosarcoma, NOS, of connective, Subcutaneous and other soft tissues of pelvis",1
36716512,Primary malignant melanoma of anal canal,1
36522529,"Anaplastic large cell lymphoma, T-cell and Null-cell type of lymph nodes of multiple regions",1
36535765,"Papillary adenocarcinoma, NOS, of nasopharynx, NOS",1
44501712,"Adenocarcinoma, NOS, of soft palate, NOS",1
36555885,"Squamous cell carcinoma in situ, NOS, of external upper lip",1
36517431,Intraductal micropapillary carcinoma of overlapping lesion of breast,1
36541713,Basaloid squamous cell carcinoma of overlapping lesion of lung,1
36551242,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of superior wall of nasopharynx",1
36554485,Basaloid squamous cell carcinoma of body of penis,1
36403133,"Pilocytic astrocytoma, malignant of brain stem",1
36716494,Primary sarcoma of peritoneum,1
44503034,"Adenocarcinoma with neuroendocrine differentiation of upper lobe, lung",1
44502430,"Squamous cell carcinoma in situ, NOS, of endometrium",1
36538559,"Chondrosarcoma, NOS, of connective, Subcutaneous and other soft tissues of upper limb and shoulder",1
44501515,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of maxillary sinus",1
36556518,"Medullary carcinoma, NOS, of lower-inner quadrant of breast",1
44502651,"Spermatocytic seminoma of testis, NOS",1
44499843,"Pleomorphic xanthoastrocytoma, NOS, of parietal lobe",1
44501758,"Burkitt lymphoma, NOS, of nasopharynx, NOS",1
